bin	chr	sta1	end1	len1
20437	8	124206356.5	124305724.5	99368
20438	8	124305724.5	124630638.5	324914
20439	8	124630638.5	124739949.5	109311
20440	8	124739949.5	124794352	54402.5
20441	8	124794352	124841651.5	47299.5
20442	8	124841651.5	125481316.5	639665
20443	8	125481316.5	125530551.5	49235
20444	8	125530551.5	125530584.5	33
20445	8	125530584.5	125614348	83763.5
20446	8	125614348	125862442	248094
20447	8	125862442	127099356	1236914
20448	8	127099356	127494051	394695
20449	8	127494051	127494274.5	223.5
20450	8	127494274.5	127995885	501610.5
20451	8	127995885	128020255	24370
20452	8	128020255	128031415	11160
20453	8	128031415	128070321	38906
20454	8	128070321	128163896.5	93575.5
20455	8	128163896.5	128167769.5	3873
20456	8	128167769.5	128170497	2727.5
20457	8	128170497	128170601	104
20458	8	128170601	128195559	24958
20459	8	128195559	128195781	222
20460	8	128195781	128229510.5	33729.5
20461	8	128229510.5	128229654	143.5
20462	8	128229654	128366373	136719
20463	8	128366373	128366928	555
20464	8	128366928	128367866.5	938.5
20465	8	128367866.5	128372829	4962.5
20466	8	128372829	128542086.5	169257.5
20467	8	128542086.5	128542329.5	243
20468	8	128542329.5	128542544.5	215
20469	8	128542544.5	128542771.5	227
20470	8	128542771.5	128586285	43513.5
20471	8	128586285	128911872.5	325587.5
20472	8	128911872.5	128935659.5	23787
20473	8	128935659.5	128936157	497.5
20474	8	128936157	128944209.5	8052.5
20475	8	128944209.5	128944254	44.5
20476	8	128944254	128944397	143
20477	8	128944397	128965718.5	21321.5
20478	8	128965718.5	128967890.5	2172
20479	8	128967890.5	128970050	2159.5
20480	8	128970050	129160660	190610
20481	8	129160660	129161798.5	1138.5
20482	8	129161798.5	129489926	328127.5
20483	8	129489926	129648073	158147
20484	8	129648073	129648168	95
20485	8	129648168	129648194	26
20486	8	129648194	129876657	228463
20487	8	129876657	130030322.5	153665.5
20488	8	130030322.5	130043307.5	12985
20489	8	130043307.5	130046585	3277.5
20490	8	130046585	130048593	2008
20491	8	130048593	130115495.5	66902.5
20492	8	130115495.5	130125106.5	9611
20493	8	130125106.5	130128242.5	3136
20494	8	130128242.5	130128284.5	42
20495	8	130128284.5	130128334	49.5
20496	8	130128334	130128391	57
20497	8	130128391	130128412	21
20498	8	130128412	130203137.5	74725.5
20499	8	130203137.5	130266216	63078.5
20500	8	130266216	130308635.5	42419.5
20501	8	130308635.5	130374584.5	65949
20502	8	130374584.5	130374942	357.5
20503	8	130374942	130380800.5	5858.5
20504	8	130380800.5	130382358.5	1558
20505	8	130382358.5	130439953.5	57595
20506	8	130439953.5	130462534.5	22581
20507	8	130462534.5	130656690.5	194156
20508	8	130656690.5	130703477.5	46787
20509	8	130703477.5	130742339	38861.5
20510	8	130742339	131138066.5	395727.5
20511	8	131138066.5	131209433	71366.5
20512	8	131209433	131410940	201507
20513	8	131410940	131513984	103044
20514	8	131513984	131600403.5	86419.5
20515	8	131600403.5	131600468	64.5
20516	8	131600468	131625152	24684
20517	8	131625152	131625245.5	93.5
20518	8	131625245.5	131640199.5	14954
20519	8	131640199.5	131640503.5	304
20520	8	131640503.5	131726908	86404.5
20521	8	131726908	131726932	24
20522	8	131726932	131726982.5	50.5
20523	8	131726982.5	131731630	4647.5
20524	8	131731630	132287838.5	556208.5
20525	8	132287838.5	132290072.5	2234
20526	8	132290072.5	132294416	4343.5
20527	8	132294416	132319398.5	24982.5
20528	8	132319398.5	132319998	599.5
20529	8	132319998	132330751	10753
20530	8	132330751	132345617.5	14866.5
20531	8	132345617.5	132367804	22186.5
20532	8	132367804	132418922.5	51118.5
20533	8	132418922.5	132428990	10067.5
20534	8	132428990	132458845	29855
20535	8	132458845	132491974.5	33129.5
20536	8	132491974.5	132616872.5	124898
20537	8	132616872.5	132677752.5	60880
20538	8	132677752.5	132678760	1007.5
20539	8	132678760	132717577	38817
20540	8	132717577	132718005	428
20541	8	132718005	132727806.5	9801.5
20542	8	132727806.5	132729472	1665.5
20543	8	132729472	132729972.5	500.5
20544	8	132729972.5	132788480	58507.5
20545	8	132788480	132908446.5	119966.5
20546	8	132908446.5	132970722.5	62276
20547	8	132970722.5	133093422	122699.5
20548	8	133093422	133606808.5	513386.5
20549	8	133606808.5	133616850.5	10042
20550	8	133616850.5	133826265	209414.5
20551	8	133826265	133828516.5	2251.5
20552	8	133828516.5	133889153	60636.5
20553	8	133889153	133889499.5	346.5
20554	8	133889499.5	133896518	7018.5
20555	8	133896518	134080621	184103
20556	8	134080621	134102237	21616
20557	8	134102237	134163389	61152
20558	8	134163389	134215242	51853
20559	8	134215242	134218745.5	3503.5
20560	8	134218745.5	134220339	1593.5
20561	8	134220339	134264582.5	44243.5
20562	8	134264582.5	134268382.5	3800
20563	8	134268382.5	134272361.5	3979
20564	8	134272361.5	134607081.5	334720
20565	8	134607081.5	134815680.5	208599
20566	8	134815680.5	135000702	185021.5
20567	8	135000702	135012000	11298
20568	8	135012000	135018436.5	6436.5
20569	8	135018436.5	135022984.5	4548
20570	8	135022984.5	135023504.5	520
20571	8	135023504.5	135025974	2469.5
20572	8	135025974	135051510	25536
20573	8	135051510	135065099.5	13589.5
20574	8	135065099.5	135075707	10607.5
20575	8	135075707	135122875.5	47168.5
20576	8	135122875.5	135127960.5	5085
20577	8	135127960.5	135302807.5	174847
20578	8	135302807.5	135553240.5	250433
20579	8	135553240.5	135702691.5	149451
20580	8	135702691.5	135763113	60421.5
20581	8	135763113	135818959.5	55846.5
20582	8	135818959.5	135828094	9134.5
20583	8	135828094	135831043	2949
20584	8	135831043	135838365	7322
20585	8	135838365	135838813	448
20586	8	135838813	136066208.5	227395.5
20587	8	136066208.5	136206908	140699.5
20588	8	136206908	136335695.5	128787.5
20589	8	136335695.5	136493492	157796.5
20590	8	136493492	136523005.5	29513.5
20591	8	136523005.5	136574436	51430.5
20592	8	136574436	136763996.5	189560.5
20593	8	136763996.5	137095607.5	331611
20594	8	137095607.5	137833853.5	738246
20595	8	137833853.5	137867761.5	33908
20596	8	137867761.5	138046106	178344.5
20597	8	138046106	138326316	280210
20598	8	138326316	138328278.5	1962.5
20599	8	138328278.5	138328507.5	229
20600	8	138328507.5	138425794	97286.5
20601	8	138425794	138638105.5	212311.5
20602	8	138638105.5	138638215	109.5
20603	8	138638215	138781272	143057
20604	8	138781272	138795651.5	14379.5
20605	8	138795651.5	138812390.5	16739
20606	8	138812390.5	138814885.5	2495
20607	8	138814885.5	138895821.5	80936
20608	8	138895821.5	138959360.5	63539
20609	8	138959360.5	138987767	28406.5
20610	8	138987767	139076877.5	89110.5
20611	8	139076877.5	139146366	69488.5
20612	8	139146366	139577907	431541
20613	8	139577907	139636479	58572
20614	8	139636479	139699905	63426
20615	8	139699905	139707147.5	7242.5
20616	8	139707147.5	139816168.5	109021
20617	8	139816168.5	139996049.5	179881
20618	8	139996049.5	139996790.5	741
20619	8	139996790.5	140642759	645968.5
20620	8	140642759	140757579	114820
20621	8	140757579	141052564.5	294985.5
20622	8	141052564.5	141052768	203.5
20623	8	141052768	141052860	92
20624	8	141052860	141053121.5	261.5
20625	8	141053121.5	141100015	46893.5
20626	8	141100015	141417202	317187
20627	8	141417202	141417229	27
20628	8	141417229	141458242	41013
20629	8	141458242	141484354	26112
20630	8	141484354	141488383	4029
20631	8	141488383	141504897.5	16514.5
20632	8	141504897.5	141504961	63.5
20633	8	141504961	141505034	73
20634	8	141505034	141505059.5	25.5
20635	8	141505059.5	141829359	324299.5
20636	8	141829359	141831167.5	1808.5
20637	8	141831167.5	141836911.5	5744
20638	8	141836911.5	141836949	37.5
20639	8	141836949	141837093	144
20640	8	141837093	141909919	72826
20641	8	141909919	141964373	54454
20642	8	141964373	142098413	134040
20643	8	142098413	142319138.5	220725.5
20644	8	142319138.5	142430219	111080.5
20645	8	142430219	142601590	171371
20646	8	142601590	142602010.5	420.5
20647	8	142602010.5	142613793.5	11783
20648	8	142613793.5	142620218	6424.5
20649	8	142620218	142890016.5	269798.5
20650	8	142890016.5	142991054	101037.5
20651	8	142991054	143083474	92420
20652	8	143083474	143741300.5	657826.5
20653	8	143741300.5	143764396.5	23096
20654	8	143764396.5	143820355	55958.5
20655	8	143820355	143884164.5	63809.5
20656	8	143884164.5	143947756.5	63592
20657	8	143947756.5	144069688	121931.5
20658	8	144069688	144070301	613
20659	8	144070301	144075306.5	5005.5
20660	8	144075306.5	144205916.5	130610
20661	8	144205916.5	144205939.5	23
20662	8	144205939.5	144205989.5	50
20663	8	144205989.5	144206124.5	135
20664	8	144206124.5	144268936.5	62812
20665	8	144268936.5	144364449	95512.5
20666	8	144364449	144365596.5	1147.5
20667	8	144365596.5	144366658.5	1062
20668	8	144366658.5	144366766	107.5
20669	8	144366766	144416128	49362
20670	8	144416128	144416432.5	304.5
20671	8	144416432.5	144674123	257690.5
20672	8	144674123	144724465	50342
20673	8	144724465	144753224	28759
20674	8	144753224	144755530	2306
20675	8	144755530	144886079	130549
20676	8	144886079	145012840	126761
20677	8	145012840	145013566.5	726.5
20678	8	145013566.5	145013772.5	206
20679	8	145013772.5	145086516.5	72744
20680	8	145086516.5	145086632	115.5
20681	8	145086632	145104286	17654
20682	8	145104286	145111776	7490
20683	8	145111776	145120355	8579
20684	8	145120355	145127526.5	7171.5
20685	8	145127526.5	145145429	17902.5
20686	8	145145429	145284046	138617
20687	8	145284046	145380979.5	96933.5
20688	8	145380979.5	145567439.5	186460
20689	8	145567439.5	145567798.5	359
20690	8	145567798.5	145567955	156.5
20691	8	145567955	145680625.5	112670.5
20692	8	145680625.5	145940476	259850.5
20693	8	145940476	146082230	141754
20694	8	146082230	146082255	25
20695	8	146082255	146109458	27203
20696	8	146109458	146136869	27411
20697	8	146136869	146136935	66
20698	8	146136935	146137103.5	168.5
20699	8	146137103.5	146154893	17789.5
20700	8	146154893	146213251	58358
20701	8	146213251	146368613	155362
20702	8	146368613	146372091	3478
20703	8	146372091	146374021.5	1930.5
20704	8	146374021.5	146374259	237.5
20705	8	146374259	146374312.5	53.5
20706	8	146374312.5	146374337.5	25
20707	8	146374337.5	146377885.5	3548
20708	8	146377885.5	146381502	3616.5
20709	8	146381502	146381659.5	157.5
20710	8	146381659.5	146424714	43054.5
20711	8	146424714	146469464.5	44750.5
20712	8	146469464.5	146511348	41883.5
20713	8	146511348	146546680.5	35332.5
20714	8	146546680.5	146587261	40580.5
20715	8	146587261	146809907.5	222646.5
20716	8	146809907.5	146832023	22115.5
20717	8	146832023	146832066	43
20718	8	146832066	146832110.5	44.5
20719	8	146832110.5	147038945	206834.5
20720	8	147038945	147230186	191241
20721	8	147230186	147230242.5	56.5
20722	8	147230242.5	147297114.5	66872
20723	8	147297114.5	147300812	3697.5
20724	8	147300812	147301784	972
20725	8	147301784	147310185.5	8401.5
20726	8	147310185.5	147326749	16563.5
20727	8	147326749	147384603.5	57854.5
20728	8	147384603.5	147449316.5	64713
20729	8	147449316.5	147449324.5	8
20730	8	147449324.5	147449539.5	215
20731	8	147449539.5	147626672	177132.5
20732	8	147626672	147626974	302
20733	8	147626974	147683891	56917
20734	8	147683891	147745811	61920
20735	8	147745811	147746123.5	312.5
20736	8	147746123.5	147746760	636.5
20737	8	147746760	147747029.5	269.5
20738	8	147747029.5	147805174	58144.5
20739	8	147805174	147808741	3567
20740	8	147808741	147883816	75075
20741	8	147883816	147888849	5033
20742	8	147888849	147909786	20937
20743	8	147909786	147925864	16078
20744	8	147925864	147926110	246
20745	8	147926110	147927578.5	1468.5
20746	8	147927578.5	147928988	1409.5
20747	8	147928988	147944865.5	15877.5
20748	8	147944865.5	148147805	202939.5
20749	8	148147805	148210460	62655
20750	8	148210460	148268609.5	58149.5
20751	8	148268609.5	148327631.5	59022
20752	8	148327631.5	148327746	114.5
20753	8	148327746	148329068.5	1322.5
20754	8	148329068.5	148391219.5	62151
20755	8	148391219.5	148440392.5	49173
20756	8	148440392.5	148570035	129642.5
20757	8	148570035	148570091.5	56.5
20758	8	148570091.5	148644640	74548.5
20759	8	148644640	148794236	149596
20760	8	148794236	148876779	82543
20761	8	148876779	148981437.5	104658.5
20762	8	148981437.5	149078353.5	96916
20763	8	149078353.5	149154421	76067.5
20764	8	149154421	149238482.5	84061.5
20765	8	149238482.5	149269904	31421.5
20766	8	149269904	149308532	38628
20767	8	149308532	149311353.5	2821.5
20768	8	149311353.5	149316024	4670.5
20769	8	149316024	149440030.5	124006.5
20770	8	149440030.5	149440074.5	44
20771	8	149440074.5	149447744	7669.5
20772	8	149447744	149535544	87800
20773	8	149535544	149535553.5	9.5
20774	8	149535553.5	149535675	121.5
20775	8	149535675	149581244.5	45569.5
20776	8	149581244.5	149582472.5	1228
20777	8	149582472.5	149603610.5	21138
20778	8	149603610.5	149624704	21093.5
20779	8	149624704	149718208	93504
20780	8	149718208	149720261	2053
20781	8	149720261	149721156	895
20782	8	149721156	149721211.5	55.5
20783	8	149721211.5	149721258	46.5
20784	8	149721258	149812920	91662
20785	8	149812920	149815178	2258
20786	8	149815178	149816739.5	1561.5
20787	8	149816739.5	149861858	45118.5
20788	8	149861858	149902234.5	40376.5
20789	8	149902234.5	149921466.5	19232
20790	8	149921466.5	150129526	208059.5
20791	8	150129526	150321059.5	191533.5
20792	8	150321059.5	150333474	12414.5
20793	8	150333474	150410610	77136
20794	8	150410610	150554359.5	143749.5
20795	8	150554359.5	150557496.5	3137
20796	8	150557496.5	150557815.5	319
20797	8	150557815.5	150558159.5	344
20798	8	150558159.5	150558213.5	54
20799	8	150558213.5	150733878.5	175665
20800	8	150733878.5	150743076	9197.5
20801	8	150743076	150759092	16016
20802	8	150759092	150793547.5	34455.5
20803	8	150793547.5	150793680	132.5
20804	8	150793680	150794107.5	427.5
20805	8	150794107.5	150794789.5	682
20806	8	150794789.5	150868317.5	73528
20807	8	150868317.5	151022837.5	154520
20808	8	151022837.5	151028648.5	5811
20809	8	151028648.5	151036159.5	7511
20810	8	151036159.5	151038250	2090.5
20811	8	151038250	151040510.5	2260.5
20812	8	151040510.5	151242020	201509.5
20813	8	151242020	151242051.5	31.5
20814	8	151242051.5	151244245	2193.5
20815	8	151244245	151260887	16642
20816	8	151260887	151261047	160
20817	8	151261047	151272272	11225
20818	8	151272272	151272280	8
20819	8	151272280	151331823	59543
20820	8	151331823	151332184.5	361.5
20821	8	151332184.5	151357024	24839.5
20822	8	151357024	151368215	11191
20823	8	151368215	151519163	150948
20824	8	151519163	151669823.5	150660.5
20825	8	151669823.5	151678801	8977.5
20826	8	151678801	151678840	39
20827	8	151678840	151680508.5	1668.5
20828	8	151680508.5	151734490	53981.5
20829	8	151734490	151787243.5	52753.5
20830	8	151787243.5	151787680.5	437
20831	8	151787680.5	151838646.5	50966
20832	8	151838646.5	151839496.5	850
20833	8	151839496.5	151839693.5	197
20834	8	151839693.5	151840282.5	589
20835	8	151840282.5	151841134.5	852
20836	8	151841134.5	152056113	214978.5
20837	8	152056113	152138847.5	82734.5
20838	8	152138847.5	152139182.5	335
20839	8	152139182.5	152139293.5	111
20840	8	152139293.5	152228591.5	89298
20841	8	152228591.5	152228816.5	225
20842	8	152228816.5	152232968	4151.5
20843	8	152232968	152237237.5	4269.5
20844	8	152237237.5	152272589	35351.5
20845	8	152272589	152272979.5	390.5
20846	8	152272979.5	152290147	17167.5
20847	8	152290147	152392488.5	102341.5
20848	8	152392488.5	152508692.5	116204
20849	8	152508692.5	152587650	78957.5
20850	8	152587650	152607125	19475
20851	8	152607125	152630712.5	23587.5
20852	8	152630712.5	152632428.5	1716
20853	8	152632428.5	152786469	154040.5
20854	8	152786469	152798904	12435
20855	8	152798904	153135398	336494
20856	8	153135398	153136088	690
20857	8	153136088	153240214	104126
20858	8	153240214	153333089	92875
20859	8	153333089	153361483	28394
20860	8	153361483	153436711	75228
20861	8	153436711	153805736.5	369025.5
20862	8	153805736.5	153828765	23028.5
20863	8	153828765	153835201.5	6436.5
20864	8	153835201.5	153895732.5	60531
20865	8	153895732.5	153970093.5	74361
20866	8	153970093.5	154018459	48365.5
20867	8	154018459	154040196.5	21737.5
20868	8	154040196.5	154186774	146577.5
20869	8	154186774	154187440	666
20870	8	154187440	154218900	31460
20871	8	154218900	154239717	20817
20872	8	154239717	154271755	32038
20873	8	154271755	154477130	205375
20874	8	154477130	154723328.5	246198.5
20875	8	154723328.5	154723338.5	10
20876	8	154723338.5	154908354	185015.5
20877	8	154908354	155078091	169737
20878	8	155078091	155126621.5	48530.5
20879	8	155126621.5	155130887.5	4266
20880	8	155130887.5	155131067.5	180
20881	8	155131067.5	155199247	68179.5
20882	8	155199247	155516507.5	317260.5
20883	8	155516507.5	155527634	11126.5
20884	8	155527634	155527801	167
20885	8	155527801	155659643	131842
20886	8	155659643	155659742	99
20887	8	155659742	155659814	72
20888	8	155659814	155783521	123707
20889	8	155783521	155783561	40
20890	8	155783561	155784133	572
20891	8	155784133	155785073.5	940.5
20892	8	155785073.5	155788304.5	3231
20893	8	155788304.5	155791259.5	2955
20894	8	155791259.5	155793166	1906.5
20895	8	155793166	155966315	173149
20896	8	155966315	155979546.5	13231.5
20897	8	155979546.5	155982361	2814.5
20898	8	155982361	156007481.5	25120.5
20899	8	156007481.5	156007597.5	116
20900	8	156007597.5	156010610.5	3013
20901	8	156010610.5	156013788.5	3178
20902	8	156013788.5	156014225.5	437
20903	8	156014225.5	156014679	453.5
20904	8	156014679	156015169	490
20905	8	156015169	156025584	10415
20906	8	156025584	156027715	2131
20907	8	156027715	156163482	135767
20908	8	156163482	156163534.5	52.5
20909	8	156163534.5	156207222	43687.5
20910	8	156207222	156207444	222
20911	8	156207444	156272040	64596
20912	8	156272040	156290325.5	18285.5
20913	8	156290325.5	156547229	256903.5
20914	8	156547229	156548210.5	981.5
20915	8	156548210.5	156679442	131231.5
20916	8	156679442	156715022.5	35580.5
20917	8	156715022.5	156875794	160771.5
20918	8	156875794	156940521	64727
20919	8	156940521	156954244	13723
20920	8	156954244	156960767.5	6523.5
20921	8	156960767.5	156985053.5	24286
20922	8	156985053.5	157011910.5	26857
20923	8	157011910.5	157016321.5	4411
20924	8	157016321.5	157207956.5	191635
20925	8	157207956.5	157314534	106577.5
20926	8	157314534	157544566.5	230032.5
20927	8	157544566.5	157565473	20906.5
20928	8	157565473	157793803.5	228330.5
20929	8	157793803.5	157816861	23057.5
20930	8	157816861	157893363	76502
20931	8	157893363	158524925.5	631562.5
20932	8	158524925.5	158545832.5	20907
20933	8	158545832.5	158593709	47876.5
20934	8	158593709	158618379.5	24670.5
20935	8	158618379.5	158618586.5	207
20936	8	158618586.5	158618612	25.5
20937	8	158618612	158618884	272
20938	8	158618884	158619162	278
20939	8	158619162	158619364.5	202.5
20940	8	158619364.5	158620209.5	845
20941	8	158620209.5	158625445.5	5236
20942	8	158625445.5	158643089	17643.5
20943	8	158643089	158643185	96
20944	8	158643185	158643274.5	89.5
20945	8	158643274.5	158785287	142012.5
20946	8	158785287	158839906	54619
20947	8	158839906	158841007	1101
20948	8	158841007	158860809.5	19802.5
20949	8	158860809.5	158906937.5	46128
20950	8	158906937.5	158936951	30013.5
20951	8	158936951	158972382.5	35431.5
20952	8	158972382.5	159222027.5	249645
20953	8	159222027.5	159279471	57443.5
20954	8	159279471	159385983	106512
20955	8	159385983	159426758	40775
20956	8	159426758	159501944.5	75186.5
20957	8	159501944.5	159539582.5	37638
20958	8	159539582.5	159586741.5	47159
20959	8	159586741.5	159792969	206227.5
20960	8	159792969	159798305.5	5336.5
20961	8	159798305.5	159913126.5	114821
20962	8	159913126.5	159945187.5	32061
20963	8	159945187.5	159946780.5	1593
20964	8	159946780.5	159946856	75.5
20965	8	159946856	159946884	28
20966	8	159946884	159968401.5	21517.5
20967	8	159968401.5	160064901.5	96500
20968	8	160064901.5	160145944.5	81043
20969	8	160145944.5	160374073.5	228129
20970	8	160374073.5	160475488.5	101415
20971	8	160475488.5	160522605	47116.5
20972	8	160522605	160656420.5	133815.5
20973	8	160656420.5	160675352	18931.5
20974	8	160675352	160689137	13785
20975	8	160689137	160691027.5	1890.5
20976	8	160691027.5	160738566	47538.5
20977	8	160738566	160800248	61682
20978	8	160800248	160859923.5	59675.5
20979	8	160859923.5	160878591	18667.5
20980	8	160878591	160897361	18770
20981	8	160897361	160920180.5	22819.5
20982	8	160920180.5	160958757.5	38577
20983	8	160958757.5	161003005.5	44248
20984	8	161003005.5	161101952.5	98947
20985	8	161101952.5	161173412.5	71460
20986	8	161173412.5	161178716	5303.5
20987	8	161178716	161178862	146
20988	8	161178862	161180476.5	1614.5
20989	8	161180476.5	161273005.5	92529
20990	8	161273005.5	161273020.5	15
20991	8	161273020.5	161273045.5	25
20992	8	161273045.5	161413880.5	140835
20993	8	161413880.5	161414738	857.5
20994	8	161414738	161449351	34613
20995	8	161449351	161750047.5	300696.5
20996	8	161750047.5	161771590	21542.5
20997	8	161771590	161779678	8088
20998	8	161779678	161797939.5	18261.5
20999	8	161797939.5	161910376.5	112437
21000	8	161910376.5	162060682	150305.5
21001	8	162060682	162062608	1926
21002	8	162062608	162071600	8992
21003	8	162071600	162079979.5	8379.5
21004	8	162079979.5	162146213	66233.5
21005	8	162146213	162212462.5	66249.5
21006	8	162212462.5	162212531.5	69
21007	8	162212531.5	162212671.5	140
21008	8	162212671.5	162218566	5894.5
21009	8	162218566	162229622	11056
21010	8	162229622	162242577	12955
21011	8	162242577	162386037	143460
21012	8	162386037	162386106.5	69.5
21013	8	162386106.5	162391664.5	5558
21014	8	162391664.5	162395513	3848.5
21015	8	162395513	162395523	10
21016	8	162395523	162398142	2619
21017	8	162398142	162403349.5	5207.5
21018	8	162403349.5	162403368.5	19
21019	8	162403368.5	162403398.5	30
21020	8	162403398.5	162403469	70.5
21021	8	162403469	162407101.5	3632.5
21022	8	162407101.5	162840493	433391.5
21023	8	162840493	162985345.5	144852.5
21024	8	162985345.5	162998362	13016.5
21025	8	162998362	163066318	67956
21026	8	163066318	163131729	65411
21027	8	163131729	163267808.5	136079.5
21028	8	163267808.5	163268100	291.5
21029	8	163268100	163278693.5	10593.5
21030	8	163278693.5	163285634	6940.5
21031	8	163285634	163295486.5	9852.5
21032	8	163295486.5	163440823.5	145337
21033	8	163440823.5	163534331.5	93508
21034	8	163534331.5	163577538	43206.5
21035	8	163577538	163580480	2942
21036	8	163580480	163582422.5	1942.5
21037	8	163582422.5	163584501	2078.5
21038	8	163584501	163598558.5	14057.5
21039	8	163598558.5	163612718	14159.5
21040	8	163612718	163612884	166
21041	8	163612884	163613019	135
21042	8	163613019	163614688.5	1669.5
21043	8	163614688.5	163614908.5	220
21044	8	163614908.5	163635149.5	20241
21045	8	163635149.5	163636289.5	1140
21046	8	163636289.5	163726767	90477.5
21047	8	163726767	163918335	191568
21048	8	163918335	164000693.5	82358.5
21049	8	164000693.5	164101477	100783.5
21050	8	164101477	164110232	8755
21051	8	164110232	164111302.5	1070.5
21052	8	164111302.5	164111906	603.5
21053	8	164111906	164288412.5	176506.5
21054	8	164288412.5	164288742.5	330
21055	8	164288742.5	164362395.5	73653
21056	8	164362395.5	164363470	1074.5
21057	8	164363470	164363550.5	80.5
21058	8	164363550.5	164364971	1420.5
21059	8	164364971	164365379	408
21060	8	164365379	164450356.5	84977.5
21061	8	164450356.5	164480394.5	30038
21062	8	164480394.5	164502213.5	21819
21063	8	164502213.5	164557387.5	55174
21064	8	164557387.5	164557407	19.5
21065	8	164557407	164715598	158191
21066	8	164715598	164717559.5	1961.5
21067	8	164717559.5	164732545	14985.5
21068	8	164732545	164753680	21135
21069	8	164753680	164949206.5	195526.5
21070	8	164949206.5	165082448.5	133242
21071	8	165082448.5	165093184	10735.5
21072	8	165093184	165093654	470
21073	8	165093654	165094062.5	408.5
21074	8	165094062.5	165111141	17078.5
21075	8	165111141	165231227	120086
21076	8	165231227	165280528	49301
21077	8	165280528	165280607	79
21078	8	165280607	165280765	158
21079	8	165280765	165343832.5	63067.5
21080	8	165343832.5	165518134	174301.5
21081	8	165518134	165683233	165099
21082	8	165683233	165756163	72930
21083	8	165756163	165781713	25550
21084	8	165781713	165931275.5	149562.5
21085	8	165931275.5	165932672.5	1397
21086	8	165932672.5	166017083	84410.5
21087	8	166017083	166123848	106765
21088	8	166123848	166284925.5	161077.5
21089	8	166284925.5	166400734	115808.5
21090	8	166400734	166469087.5	68353.5
21091	8	166469087.5	166475051	5963.5
21092	8	166475051	166641559	166508
21093	8	166641559	166641875.5	316.5
21094	8	166641875.5	166655925	14049.5
21095	8	166655925	166676218.5	20293.5
21096	8	166676218.5	166677251.5	1033
21097	8	166677251.5	166677581	329.5
21098	8	166677581	166677737	156
21099	8	166677737	166769773.5	92036.5
21100	8	166769773.5	166807866	38092.5
21101	8	166807866	166808496	630
21102	8	166808496	166808541	45
21103	8	166808541	166808568	27
21104	8	166808568	166809498	930
21105	8	166809498	166809617	119
21106	8	166809617	166810194.5	577.5
21107	8	166810194.5	166810882.5	688
21108	8	166810882.5	166813380	2497.5
21109	8	166813380	166825466.5	12086.5
21110	8	166825466.5	166828664	3197.5
21111	8	166828664	166831872.5	3208.5
21112	8	166831872.5	166831967.5	95
21113	8	166831967.5	167004004	172036.5
21114	8	167004004	167074839.5	70835.5
21115	8	167074839.5	167258643	183803.5
21116	8	167258643	167260009.5	1366.5
21117	8	167260009.5	167325516	65506.5
21118	8	167325516	167325858	342
21119	8	167325858	167326298	440
21120	8	167326298	167326747	449
21121	8	167326747	167326965	218
21122	8	167326965	167538052.5	211087.5
21123	8	167538052.5	167541659	3606.5
21124	8	167541659	167541953	294
21125	8	167541953	167584151.5	42198.5
21126	8	167584151.5	167720197	136045.5
21127	8	167720197	167764273.5	44076.5
21128	8	167764273.5	167765308	1034.5
21129	8	167765308	167794963.5	29655.5
21130	8	167794963.5	167795021	57.5
21131	8	167795021	167795157.5	136.5
21132	8	167795157.5	167809358	14200.5
21133	8	167809358	167832587	23229
21134	8	167832587	167836092	3505
21135	8	167836092	167836335	243
21136	8	167836335	167864267.5	27932.5
21137	8	167864267.5	167976708	112440.5
21138	8	167976708	167982696.5	5988.5
21139	8	167982696.5	168129356	146659.5
21140	8	168129356	168219507.5	90151.5
21141	8	168219507.5	168219649.5	142
21142	8	168219649.5	168219854.5	205
21143	8	168219854.5	168303438.5	83584
21144	8	168303438.5	168304131	692.5
21145	8	168304131	168377668.5	73537.5
21146	8	168377668.5	168535751.5	158083
21147	8	168535751.5	168601201.5	65450
21148	8	168601201.5	168726349.5	125148
21149	8	168726349.5	168812967.5	86618
21150	8	168812967.5	168813492.5	525
21151	8	168813492.5	168985121	171628.5
21152	8	168985121	168986315.5	1194.5
21153	8	168986315.5	168986759	443.5
21154	8	168986759	168987008	249
21155	8	168987008	168987082	74
21156	8	168987082	169077173	90091
21157	8	169077173	169077197.5	24.5
21158	8	169077197.5	169077354	156.5
21159	8	169077354	169127202.5	49848.5
21160	8	169127202.5	169177026	49823.5
21161	8	169177026	169177118.5	92.5
21162	8	169177118.5	169235626	58507.5
21163	8	169235626	169240220.5	4594.5
21164	8	169240220.5	169240286	65.5
21165	8	169240286	169335434.5	95148.5
21166	8	169335434.5	169343311.5	7877
21167	8	169343311.5	169429631	86319.5
21168	8	169429631	169429685	54
21169	8	169429685	169429743	58
21170	8	169429743	169550741	120998
21171	8	169550741	169552502.5	1761.5
21172	8	169552502.5	169552513.5	11
21173	8	169552513.5	169552561.5	48
21174	8	169552561.5	169552580	18.5
21175	8	169552580	169552776.5	196.5
21176	8	169552776.5	169552815.5	39
21177	8	169552815.5	169552838	22.5
21178	8	169552838	169552872	34
21179	8	169552872	169552902.5	30.5
21180	8	169552902.5	169553011	108.5
21181	8	169553011	169582498	29487
21182	8	169582498	169582510.5	12.5
21183	8	169582510.5	169752624.5	170114
21184	8	169752624.5	169865988.5	113364
21185	8	169865988.5	169868729.5	2741
